probes,Symbols,X,DCIS_1_S1.CEL,DCIS_2_S1.CEL,DCIS_3_S1.CEL,DCIS_4_S1.CEL,DCIS_5_S1.CEL,DCIS_6_S1.CEL,DCIS_7_S1.CEL,DCIS_8_S1.CEL,DCIS_9_S1.CEL,Healthy_1_S1.CEL,Healthy_2_S1.CEL,Healthy_3_S1.CEL,Healthy_4_S1.CEL,Healthy_5_S1.CEL
1552445_a_at,ESX1,1552445_a_at,3.226062521,3.211566049,3.359113479,3.385801704,3.314945727,3.333254699,3.300160113,3.505152826,3.202693447,3.374471258,3.347503716,3.259513374,3.314005883,3.390630501
1552448_a_at,FAM167A-AS1,1552448_a_at,3.442662527,3.669801665,3.397258019,3.513470233,3.631029006,3.508395417,3.52882706,3.581424988,3.597656076,3.587869877,3.43028718,3.49944293,3.251183776,3.660509781
1552449_a_at,NA,1552449_a_at,3.57640985,3.815002081,3.46235948,3.671042381,3.507716746,3.855978171,3.626174928,3.61758468,3.55958251,3.728664054,3.581803363,3.641342819,3.678157611,3.660509781
1552450_a_at,DNAJC5G,1552450_a_at,5.860388898,5.611901197,5.779449692,5.696483999,5.751607903,5.838274327,5.55652741,5.890764805,5.742346035,5.71785734,6.166877888,5.74368959,5.807100614,6.103196843
1552452_at,WDR88,1552452_at,4.095934109,3.866361224,4.060031731,4.053937896,4.22664351,4.095477974,4.051554357,4.135146866,4.00237808,4.152820022,4.039640723,4.124345675,4.106646843,4.062117269
1552453_a_at,WDR88,1552453_a_at,4.006865629,3.864376335,3.772847168,3.980403216,3.877784611,4.072944761,3.903200848,3.692539859,3.937859805,3.964579766,3.896381622,3.661942563,3.948798944,3.725596429
1552455_at,PRUNE2,1552455_at,3.861758388,3.774051352,3.694602386,4.209071067,3.444206177,3.56065406,3.510585044,4.01729936,6.106254169,4.674633833,3.911813552,3.65205888,3.965646861,4.579253399
1552456_a_at,MBD3L2,1552456_a_at,4.138413122,4.158456402,4.356329264,4.378392387,4.045814211,4.347177427,4.087744112,4.265226071,4.353029276,4.254515695,4.21638258,4.501459568,4.514088706,4.174523435
1552457_a_at,ADAMTSL1,1552457_a_at,4.663994793,4.051040907,3.94710173,4.459215008,3.778375375,3.927116147,3.899701508,4.238256318,3.858808831,3.673567274,3.96218348,3.630939863,4.362329163,4.171804568
1552458_at,MBD3L1,1552458_at,3.672380067,3.514716902,3.875745369,3.484717402,3.610513085,3.628970494,3.562145131,3.689490407,3.661365329,3.743024619,3.854913521,3.599685942,3.911813552,3.952638354
1552459_a_at,MBD3L1,1552459_a_at,4.896179126,4.811599639,4.883672746,4.433554213,4.949970393,4.659141596,4.563557441,4.504884499,4.850582484,4.907964129,4.743905285,4.456231962,4.821941124,5.156328278
1552461_at,TENT5D,1552461_at,3.430502572,3.267662956,3.325900237,3.224030413,3.144727178,3.269501816,3.262734632,3.099643499,3.506139399,3.292718383,3.263351765,3.202735934,3.242526446,3.042193484
1552463_at,SERPINB11,1552463_at,3.35067312,3.582990957,3.524992132,3.66919333,3.471143507,3.433380602,3.488641236,3.492597297,3.509781509,3.447790508,3.480701986,3.465482643,3.560506652,3.406953001
1552466_x_at,LINC00161,1552466_x_at,3.342043357,3.14962029,3.094946867,3.155990955,3.25913659,3.125185681,3.093778313,3.25836115,3.113596009,3.093257709,3.163309113,3.040278549,3.438648993,3.367600534
1552467_at,DSCR10,1552467_at,5.904651484,5.876641836,5.906450323,5.69075199,5.854615204,6.029475356,5.788308936,5.710179946,5.796589677,5.659506103,5.908286421,5.523362431,5.794934023,5.831257108
1552468_a_at,DSCR10,1552468_a_at,4.835555062,4.881660412,5.195000416,5.012518804,4.789110299,4.934445677,4.665493855,4.982261139,4.825013827,4.779161167,4.876249387,4.99145699,4.981171244,5.02729877
1552470_a_at,ABHD11,1552470_a_at,4.214127351,3.80411108,5.02628242,3.82647184,5.413221686,3.787773625,5.514639607,4.388157443,4.372971221,4.48446977,4.049871923,3.939081668,4.268101486,4.213003754
1552472_a_at,ACAP2,1552472_a_at,6.527677,5.294666006,5.595885534,5.583465445,5.845417361,5.814984525,6.179694255,6.198318042,5.593493968,5.624605605,5.317791245,5.499195669,5.385208255,5.172997786
1552473_at,GAMT,1552473_at,8.499026595,8.269148634,8.880971968,8.288733719,8.386055113,8.648707795,8.38052892,8.347383881,8.169393146,8.200737486,8.231790716,8.502987179,8.456428048,8.584491742
1552474_a_at,GAMT,1552474_a_at,8.164714416,7.957349207,8.219043263,7.908236073,8.132563391,7.845103669,7.826987674,7.579905031,8.069560999,7.947784754,7.923611521,8.201527457,7.928403247,7.793443228
1552476_s_at,PLCD3,1552476_s_at,6.725851362,7.271705637,6.24288533,7.024604173,6.741833479,6.729420483,6.647358272,6.662258372,6.698286204,7.172813204,7.290372373,6.741577177,7.214152975,7.136736216
1552477_a_at,IRF6,1552477_a_at,8.091219925,7.737351284,8.03775871,6.358325307,9.846637529,7.612464893,8.412322801,6.934175591,7.613210183,4.369689798,7.176017291,7.458869399,4.060956733,5.899143608
1552478_a_at,IRF6,1552478_a_at,5.718631429,4.861536666,4.875012687,4.482285668,6.982071088,5.214459258,5.018811842,4.105224813,4.774844501,3.988996672,4.18931623,4.436826135,3.694406878,3.998931821
1552480_s_at,PTPRC,1552480_s_at,3.051681454,2.952182404,2.832863929,2.850075704,2.926987038,3.10959812,2.901861004,2.986038875,2.909026888,2.964227992,3.068710522,2.918190534,2.826066933,2.999766674
1552481_s_at,MAN1A2,1552481_s_at,4.154576853,4.013859452,4.006017356,4.158468778,3.825463874,3.649647472,4.169229106,3.684120388,4.181589038,3.746531049,3.94275371,3.768689344,3.456109102,3.901504973
1552482_at,RAPH1,1552482_at,5.09452912,6.741966522,5.298784215,6.03560677,6.164818922,5.1720352,6.217909267,5.689008169,6.465878639,5.661455831,6.030123608,6.151787176,5.075861941,5.676605529
1552484_at,SMCR8,1552484_at,6.737658684,6.46517652,6.565929804,6.633008779,6.626987187,6.952265238,6.590611814,6.70959892,6.752303222,6.794609271,6.724078061,6.724261561,6.786165277,7.190923088
1552485_at,LACTB,1552485_at,5.729765291,5.129692106,4.8454821,6.013973966,5.732389572,5.92961633,5.268245186,5.33812923,5.748554837,5.384148813,5.061555425,4.599836942,5.234651511,5.28739384
1552486_s_at,LACTB,1552486_s_at,6.651307183,5.963302415,5.582158864,6.807759403,6.161708214,6.350448078,5.240500035,6.038995647,5.738443746,5.929074943,5.819878573,5.244459089,5.449916164,5.52827767
1552487_a_at,BNC1,1552487_a_at,3.077257591,3.256935367,3.416300572,3.18548989,3.247098677,3.212848103,3.144424078,3.23023797,6.202071018,3.229622333,3.190189197,3.065119625,3.223165959,3.334917236
1552489_s_at,MPP4,1552489_s_at,3.16469436,3.205319975,3.300691044,3.196973338,3.242766422,3.305167987,3.095428629,3.075872547,3.162620689,2.996019085,3.056544076,3.34068712,3.174711614,3.507857495
1552490_at,AFG1L,1552490_at,3.824737527,3.612532025,3.88360738,3.523965035,3.792931898,3.588661253,3.720446089,3.572120698,3.729089537,3.514283733,3.5412536,3.819638058,3.662159718,3.729641072
1552491_at,IDI2,1552491_at,5.057933854,5.219493302,5.277626571,5.33639109,5.200602241,5.51246326,5.188712661,5.264105616,5.44125924,5.20619593,5.143154621,5.167150476,5.352434208,5.180488849
1552493_s_at,CYP11B1,1552493_s_at,4.07190339,3.66442924,4.092707141,3.896174492,3.829448199,3.893412577,3.826850235,3.911813552,3.86468018,3.951110359,3.644232749,3.967809466,3.926737403,4.081757178
1552494_at,TAF8,1552494_at,4.537445135,4.222955488,4.571190353,4.427390821,4.490436743,4.403664396,4.377401089,4.568008366,4.476646063,4.942627147,4.69418225,4.578694023,4.73579286,4.74875263
1552496_a_at,COBL,1552496_a_at,4.730486968,4.893904111,5.299499354,5.14665123,5.585666664,5.348149057,6.797239724,5.764944192,5.2547991,3.729133399,4.919011505,6.613856981,4.15733312,4.736275285
1552497_a_at,SLAMF6,1552497_a_at,6.313977071,5.968209714,6.312116453,6.38992167,6.617550395,6.871765487,6.279526815,6.549216076,5.746551531,5.910535887,5.899570476,6.315550022,5.948357477,5.902776507
1552498_at,ZSCAN20,1552498_at,5.348418992,5.184746664,5.617995834,5.081174404,5.058741528,5.135494595,5.177995641,5.356014445,5.533825844,5.30482577,5.339305161,5.188866597,5.559627388,5.544143655
1552499_a_at,ZSCAN20,1552499_a_at,3.863831852,4.361260782,4.174746827,4.010484074,4.358868987,4.593710678,4.040179257,4.2273166,4.107625288,4.330587734,4.149158972,3.899024854,4.30400146,4.217184305
1552501_a_at,GPBAR1,1552501_a_at,5.564107,5.582547243,5.775952719,5.634747072,5.248016429,5.245335845,5.63202765,5.709710204,5.61649201,6.508937683,6.611454052,5.687997234,6.699973463,6.895828404
1552502_s_at,RHBDL2,1552502_s_at,3.615470615,4.139121694,3.51730975,3.881381767,4.426593969,3.764420848,3.983601471,4.470667667,4.118467684,3.853360346,3.631927487,3.661532801,3.463775203,3.59539249
1552503_at,FRAS1,1552503_at,5.217827018,4.658178039,4.674945968,4.747854932,4.642437171,4.608649005,4.592821675,4.716422538,4.456077074,4.68054643,4.503242286,4.656851279,4.574834457,4.74050663
1552504_a_at,BRSK1,1552504_a_at,5.85011273,5.626680039,5.256912834,5.873868786,5.345131452,5.325923447,5.309152396,5.374648742,5.473003023,5.241672487,5.521923331,5.221103322,5.482660075,5.482523799
1552506_at,CRB2,1552506_at,4.127358369,4.507893015,4.273851693,4.00036346,3.979217473,4.155759692,3.927392572,4.084868098,3.944508488,3.908959467,3.762815705,3.974382747,4.279314544,3.711540379
1552507_at,KCNE4,1552507_at,4.704587159,5.077703752,5.445372827,4.520841691,4.791189497,4.687000128,5.474721652,4.976435463,4.094555036,4.374653671,4.665960388,4.437166475,4.118449323,4.025665218
1552508_at,KCNE4,1552508_at,4.20818114,5.497601554,5.696824436,4.58127604,4.605331275,4.370767097,5.150919131,5.109571367,4.236355654,4.28042023,4.837245256,4.137801603,4.512989719,4.584381622
1552509_a_at,CD300LG,1552509_a_at,6.134067634,6.905700797,7.577968498,7.935546103,5.824680131,6.149482241,5.630977094,7.170936163,7.660033822,10.95171973,10.23172439,9.244065307,10.9267055,11.24187201
1552510_at,SLC34A3,1552510_at,8.405150418,8.284754698,8.556541203,8.511923586,8.568560393,8.658813002,8.407886829,8.544972417,8.528578827,8.401229108,8.752333779,8.408440853,8.526815956,8.522089747
1552511_a_at,CPA6,1552511_a_at,3.049543352,4.357651423,3.24229858,3.947612501,3.256726187,4.280843334,3.178597139,3.008658222,3.044772751,3.009094216,2.960956614,3.073796197,3.187277,3.428128986
1552514_at,WBP2NL,1552514_at,3.440894155,3.488042643,3.491924444,3.341050663,3.301947994,3.908445142,3.449345031,3.252606237,5.173217595,3.61626914,3.344176825,4.75068184,3.524999967,3.526400754
1552515_at,HIPK1,1552515_at,3.728201524,3.760503101,3.730381658,3.901471216,3.67378625,3.695335843,3.684131822,3.791276516,3.748948089,3.601854904,3.869743253,3.858709445,3.738995736,3.68964541
1552516_a_at,HIPK1,1552516_a_at,4.516217323,5.102517637,4.797483087,5.132463944,5.097545399,5.225859951,5.392295331,4.761784889,5.213866991,6.437264219,6.307842129,5.70768958,5.275555495,4.901425822
1552518_s_at,MTBP,1552518_s_at,3.914959018,3.731549904,3.68744561,3.606010002,3.925313883,4.146098246,3.93172723,3.925093415,4.176747515,3.997771858,3.870564814,3.808744306,3.549251741,3.824589242
1552519_at,ACVR1C,1552519_at,6.180445054,7.074554389,6.601369613,7.428413189,5.813114014,6.777312391,5.128976144,6.119254719,7.449072887,11.75359761,10.68401772,9.306216509,12.1450271,10.89935191
1552520_at,TMEM74,1552520_at,3.60625302,3.468415389,3.631598134,3.585629777,3.615834898,3.555163555,3.468038133,3.543351423,3.565353458,3.735303228,3.601138366,3.386528617,4.13561098,3.616442922
1552521_a_at,TMEM74,1552521_a_at,3.022441399,2.762739783,2.848230933,3.058468553,2.942390002,3.125002555,2.9418319,3.170213933,3.244953918,2.995775734,3.095397587,3.019640989,3.260446814,3.209367486
1552522_at,TIGD4,1552522_at,3.072713635,3.066681832,3.081373158,2.841732222,3.113658007,3.039238082,3.177028685,2.921029237,2.933025675,3.098950915,2.955743898,2.962203277,3.134012505,3.068707488
1552523_a_at,TIGD4,1552523_a_at,3.697586615,3.269540539,3.936211808,3.756551889,3.952506385,3.747165632,3.703761485,3.713259803,3.729157826,3.888680973,3.750031757,3.910299757,3.72814101,3.846007463
1552524_at,ART5,1552524_at,6.477772107,6.529247756,6.533739546,6.736783228,6.448234336,6.626672302,6.387603648,6.430080449,6.374097049,6.604506564,6.461389311,6.53727238,6.703461503,6.453555645
1552526_at,GARIN6,1552526_at,4.401820442,4.318058135,4.497614212,4.275585582,4.293222685,4.582651489,4.511186758,4.325966403,4.423021932,4.63666591,4.337636573,4.470818038,4.755953631,4.285133028
1552528_at,LINC01547,1552528_at,6.292654019,6.348673736,6.516722504,6.257808793,6.561568629,6.580494254,6.413755337,6.258177703,6.671405392,6.41509935,6.308031943,6.479637535,6.512938013,6.428259177
1552531_a_at,NLRP11,1552531_a_at,3.975530492,4.064054222,4.310576861,4.141586781,4.033232126,4.497286344,3.933422696,4.114255193,3.899585478,4.0539736,4.011278574,4.282443677,4.052376755,4.024775248
1552532_a_at,ATP6V1C2,1552532_a_at,3.876829785,3.300129409,3.826427433,6.113135103,3.743465291,4.684156925,4.022880762,3.664867488,4.99474773,3.621173358,3.65236318,4.007720918,3.772989503,3.722190964
1552535_at,CLDN19,1552535_at,6.065222426,5.975442858,6.15250622,6.031163992,5.872156527,6.002773901,6.048861762,6.134452975,6.133914463,6.047387562,6.402421115,6.793834772,6.188019963,6.419114236
1552536_at,VTI1A,1552536_at,6.155966739,6.548116403,6.043652835,6.396157854,6.22395491,6.101082674,6.648341874,6.236737822,5.332725145,6.055932834,6.09793904,6.408783714,5.760787388,5.753448482
1552538_a_at,KIF6,1552538_a_at,3.774673878,3.080728048,4.119042122,3.841197794,3.874107188,3.777367018,3.58941984,3.911176794,3.73270783,3.973867085,3.883631742,3.869829909,3.993211857,4.257688716
1552540_s_at,IQCD,1552540_s_at,5.179827657,5.278253749,5.607649046,5.227754185,5.736636727,5.292011414,5.398163944,5.421456473,5.439432875,4.893772703,5.289435453,5.26423159,5.443286385,5.205574152
1552541_at,TAGAP,1552541_at,6.222776604,6.242588871,6.366693028,6.298667299,6.271480071,6.478850788,6.31493225,6.539201598,6.461749255,6.541205334,6.605654704,6.241763784,6.599380942,6.582835701
1552542_s_at,TAGAP,1552542_s_at,4.69690301,4.148935669,4.689534747,4.583797013,4.588264612,4.999897596,4.267974624,4.347166721,4.071958307,4.618975718,4.60202038,4.555047978,4.367719308,4.52514323
1552543_a_at,STON2,1552543_a_at,4.037936768,4.007157976,3.629583164,3.773083008,3.792839127,3.931925496,3.858588389,3.892489203,3.710838382,3.953919643,4.117021625,3.903366824,4.240347313,3.870564814
1552544_at,SERPINA12,1552544_at,4.078596709,4.197284053,3.944355734,4.423277589,4.23839539,4.25224446,3.869543306,4.15004384,4.175339123,4.03012587,4.066453275,4.144996123,4.046839703,4.159418014
1552546_a_at,LETM2,1552546_a_at,3.869308246,4.299715827,4.196569529,4.102190679,4.102190679,4.39235148,3.59680287,4.037821638,4.003500097,4.136294307,3.911867469,4.162202018,4.414684718,4.09818741
1552548_at,BSND,1552548_at,3.748339005,4.055571438,3.891710259,4.257631305,3.884414268,3.992383502,3.721685108,3.841954821,3.714639388,3.961302401,3.91450883,3.519771227,3.964108262,4.110808068
1552549_a_at,BSND,1552549_a_at,5.897611965,5.692977799,6.127226246,6.031030046,5.964263199,6.41951465,5.804306817,6.064045009,6.033101061,6.126853893,5.985035493,6.189670306,6.211814845,5.903066711
1552552_s_at,CLEC4C,1552552_s_at,3.490817899,3.42948404,4.150529245,4.328995004,4.160642492,4.463202732,3.748572899,3.861982832,3.916782687,3.912114713,3.796763884,3.515067741,3.739667585,3.643673218
1552553_a_at,NLRC4,1552553_a_at,5.670721781,5.030682556,5.235807969,5.705904737,5.105840959,5.326909987,5.383195627,5.577974228,5.068007057,5.119192325,5.371822195,5.170775954,5.355986017,5.611534303
1552554_a_at,NLRC4,1552554_a_at,4.07836846,3.198671614,3.75005491,3.840155205,3.974194901,3.81370647,4.08635459,4.016348837,3.882857271,3.947363368,3.876650632,3.767640599,3.836515609,4.040549997
1552555_at,PRSS36,1552555_at,5.734740825,5.823717691,5.821318883,5.866018538,5.926501516,5.691379624,5.7707905,6.102385634,5.739163841,5.751817053,5.920409673,5.494964162,6.156162426,6.135085903
1552557_a_at,ZDHHC15,1552557_a_at,3.561555197,3.672216585,3.855114786,3.830251503,3.598381011,3.356650082,3.20785441,3.866433587,3.962727739,3.489528168,3.453441539,3.912247907,3.770576208,3.588423764
1552558_a_at,RAI1,1552558_a_at,5.949131118,5.967560505,6.153327971,6.17982087,6.109200827,6.260420322,5.915859851,5.950056777,6.052648957,5.89770631,6.099728146,5.873452552,6.053762517,5.99293454
1552559_a_at,CDK15,1552559_a_at,4.100495576,4.208960138,4.084566358,4.195775498,3.992203398,4.126877848,4.379293916,4.026845497,4.055385428,4.140265888,4.032519535,4.346105539,4.322549423,4.129970601
1552562_at,ZNF570,1552562_at,4.749646113,4.510273271,4.936319438,4.631208477,4.580523513,5.164592186,4.771688773,4.870124816,5.140687795,4.978588594,5.078730004,5.002248743,5.051220221,5.156460689
1552563_a_at,NA,1552563_a_at,4.838884756,5.047447968,4.921294678,5.058111842,4.665440293,4.926893185,4.550296831,4.830110606,4.558876594,4.839043677,5.401222865,5.289688349,4.894660712,4.947605879
1552564_at,NUDT9P1,1552564_at,3.729247357,3.579312932,3.788503838,3.80129579,3.691505679,3.69071701,3.756064671,3.464509364,3.710013578,3.892147192,3.700110084,3.843759452,3.867124403,3.861325172
1552566_at,BTBD16,1552566_at,3.994446298,3.583155903,3.990443668,3.887260021,3.842241815,3.588619573,3.67587707,3.643792993,3.676966249,3.870557347,3.920329096,3.600379398,4.41563444,3.744883535
1552568_at,RTP3,1552568_at,4.495525283,4.263419846,4.651737296,4.616444708,4.470636218,4.4291867,4.529651065,4.539919136,4.684121722,4.606447537,4.73384245,4.598665511,4.825261947,4.621558612
1552569_a_at,RTP3,1552569_a_at,5.232844653,5.005711939,5.337606244,5.147526577,5.041754482,5.035979187,5.127283487,5.330738803,5.182130576,5.086206026,5.282471081,5.140919714,5.38450423,5.186855141
1552570_at,TSPEAR,1552570_at,3.343466593,3.281781676,3.58165042,3.386866134,3.414492611,3.5692039,3.811261208,3.634575841,3.462251999,3.660311556,3.820526376,3.432922334,3.708662888,3.740231314
1552572_a_at,MIPOL1,1552572_a_at,3.264736185,3.577413494,3.632038943,3.22163297,2.936103174,3.366488622,3.051315214,3.448826882,2.960537783,3.155047097,3.221655795,3.189970683,3.059915006,3.400686422
1552573_s_at,MIPOL1,1552573_s_at,4.011262501,4.19961727,4.416165402,4.068915939,4.03446915,4.250563592,3.993370264,4.16707842,3.908110404,4.008023845,3.850476447,3.867411675,3.892642418,3.825433076
1552575_a_at,C6orf141,1552575_a_at,5.268615778,6.110670916,6.699656347,6.083878156,5.007876399,6.318167407,5.671512456,5.393470562,7.710704292,6.685365611,6.202146857,5.976431305,5.991751602,6.038743543
1552576_at,ALMS1P1,1552576_at,4.200725856,3.787929983,4.183983183,4.234131944,3.984731429,3.983873999,4.097126946,4.105429307,4.150834304,3.840630369,3.944550865,4.22314825,3.93558415,4.204791341
1552578_a_at,MYO3B,1552578_a_at,3.224355308,3.446261398,3.513321279,3.245921403,3.423168716,3.459249441,3.673016161,3.757586439,3.900251441,3.372732146,3.204830191,3.532862052,3.657726337,3.300169706
1552579_a_at,ADAM21,1552579_a_at,4.281393859,4.165365022,3.807430719,4.079738741,3.879554262,3.810194374,4.174640024,3.891282713,4.02531802,3.802751317,3.911813552,3.804186342,4.070301428,3.983197391
1552580_at,TRIML2,1552580_at,4.273956382,4.267739865,4.550938099,4.384896162,4.807977555,4.529110872,4.320224446,4.287905402,4.43589199,4.537565719,4.738958114,4.538541208,4.512074074,4.749287338
